/dev/CMSSW_8_0_0/GRun/V72																		
																		
		HLT_HISinglePhoton60_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
	dataset HighMultiplicity85EOF																	
		HLT_PixelTracks_Multiplicity85ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT15_BptxAND		
	dataset HighMultiplicityEOF																	
		HLT_FullTracks_Multiplicity100_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_FullTracks_Multiplicity130_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_FullTracks_Multiplicity150_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_FullTracks_Multiplicity80_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_PixelTracks_Multiplicity110ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT40		
		HLT_PixelTracks_Multiplicity135ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT40		
		HLT_PixelTracks_Multiplicity160ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT60		
		HLT_PixelTracks_Multiplicity60ForEndOfFill_v1	FSQ,HIN	0	0	0	0	0	0	0	0	0	0	0		L1_ETT15_BptxAND		
stream PhysicsHadronsTaus																		
	dataset BTagCSV																	
		HLT_DoubleJet90_Double30_DoubleBTagCSV_p087_v1	null	50	50	25	18	12	7	3	2	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_DoubleJet90_Double30_TripleBTagCSV_p087_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_DoubleJetsC100_DoubleBTagCSV_p014_DoublePFJetsC100MaxDeta1p6_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC100_DoubleBTagCSV_p026_DoublePFJetsC160_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p014_SinglePFJetC350_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p014_v1	null	50	50	25	18	12	7	3	2	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p026_v1	null	50	50	25	18	12	7	3	2	1	1	1		L1_DoubleJetC100		
		HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC112		
		HLT_DoubleJetsC112_DoubleBTagCSV_p026_DoublePFJetsC172_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleJetC112		
		HLT_QuadJet45_DoubleBTagCSV_p087_v1	null	50	50	25	18	12	7	3	2	1	1	1		L1_QuadJetC50||L1_QuadJetC60||L1_HTT280||L1_HTT300||L1_HTT320||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF		
		HLT_QuadJet45_TripleBTagCSV_p087_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_QuadJetC50||L1_QuadJetC60||L1_HTT280||L1_HTT300||L1_HTT320||L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq460_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq500_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq200_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq240_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_Rsq0p02_MR300_TriPFJet80_60_40_BTagCSV_p063_p20_Mbb60_200_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_Rsq0p02_MR300_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
	dataset BTagMu																	
		HLT_BTagMu_DiJet110_Mu5_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4		
		HLT_BTagMu_DiJet20_Mu5_v2	null	2	2	2	2	1	1	1	1	1	1	1		L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4		
		HLT_BTagMu_DiJet40_Mu5_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4		
		HLT_BTagMu_DiJet70_Mu5_v2	null	4	4	4	3	3	1	1	1	1	1	1		L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4		
		HLT_BTagMu_Jet300_Mu5_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet200		
	dataset DisplacedJet																	
		HLT_HT200_DisplacedDijet40_DisplacedTrack_v1	EXO	20	20	20	20	20	20	20	20	20	20	20		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT200_v1	null	20000	20000	10000	7100	5000	2800	1400	1000	710	500	280		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT250_DisplacedDijet40_DisplacedTrack_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT275_v1	null	8000	8000	4000	2800	2000	1100	570	400	280	200	110		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT325_v1	null	4000	4000	2000	1400	1000	570	280	200	140	100	60		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT350_DisplacedDijet40_DisplacedTrack_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT350_DisplacedDijet40_Inclusive_v1	EXO	45	45	45	45	45	45	45	45	45	45	45		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT350_DisplacedDijet80_DisplacedTrack_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT400_DisplacedDijet40_Inclusive_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT425_v1	null	1500	1500	750	530	370	210	100	75	50	36	20		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT500_DisplacedDijet40_Inclusive_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT550_DisplacedDijet40_Inclusive_v2	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT575_v1	null	500	500	250	170	120	70	35	25	20	12	10		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT650_DisplacedDijet80_Inclusive_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT750_DisplacedDijet80_Inclusive_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_DisplacedTrack_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_Hadronic_v2	EXO	0	1	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v2	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_TightID_Hadronic_v2	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VTightID_Hadronic_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
		HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v2	EXO	0	1	0	0	0	0	0	0	0	0	0		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF	||L1_HTT300	
	dataset HTMHT																	
		HLT_DiCentralPFJet55_PFMET110_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v1	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_v1	HIG	1	1	80	60	40	1	1	1	1	1	1		L1_ETM50||L1_ETM60		
		HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT200_PFAlphaT0p51_v2	null	1	175	175	175	175	175	175	175	175	175	175		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT300_PFMET100_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT300_PFMET110_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_Rsq0p25_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_Rsq0p30_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR240_Rsq0p09_MR200_4jet_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR240_Rsq0p09_MR200_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR270_Rsq0p09_MR200_4jet_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
		HLT_RsqMR270_Rsq0p09_MR200_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255		
	dataset JetHT																	
		HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV_p20_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_AK8DiPFJet250_200_TrimMass30_v1	null	0	0	35	25	15	10	5	3	2	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p20_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_AK8DiPFJet280_200_TrimMass30_v1	null	40	35	20	15	10	6	3	2	1	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV_p20_v1	B2G	0	0	1	1	1	1	1	1	1	1	1		L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_AK8PFHT650_TrimR0p1PT0p03Mass50_v2	B2G	0	0	1	1	1	1	1	1	1	1	1		L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_AK8PFHT700_TrimR0p1PT0p03Mass50_v3	B2G	1	1	1	1	1	1	1	1	1	1	1		L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_AK8PFJet360_TrimMass30_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet180||L1_SingleJet200		
		HLT_CaloJet500_NoJetID_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet170||L1_SingleJet180||L1_SingleJet200		
		HLT_DiPFJetAve100_HFJEC_v3	null	1500	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		
		HLT_DiPFJetAve140_v2	JME	2	2	2	2	1	1	1	1	1	1	1		L1_SingleJet90		
		HLT_DiPFJetAve160_HFJEC_v3	null	48	48	24	16	12	6	3	2	1	1	1		L1_SingleJet120		
		HLT_DiPFJetAve200_v2	JME	250	250	125	85	60	35	16	12	9	6	4		L1_SingleJet120		
		HLT_DiPFJetAve220_HFJEC_v3	null	2	2	1	1	1	1	1	1	1	1	1		L1_SingleJet170		
		HLT_DiPFJetAve260_v2	JME	85	85	85	60	42	24	12	8	6	4	2		L1_SingleJet170		
		HLT_DiPFJetAve300_HFJEC_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet170		
		HLT_DiPFJetAve320_v2	JME	15	15	15	10	6	4	2	1	1	1	1		L1_SingleJet170		
		HLT_DiPFJetAve400_v2	JME	5	5	5	3	2	1	1	1	1	1	1		L1_SingleJet170		
		HLT_DiPFJetAve40_v2	JME	25	25	16	12	8	5	3	2	1	1	1		L1_ZeroBias		
		HLT_DiPFJetAve500_v2	JME	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet170		
		HLT_DiPFJetAve60_HFJEC_v3	null	1000	1	1	1	1	1	1	1	1	1	1		L1_SingleJet35		
		HLT_DiPFJetAve60_v2	JME	1	1	1	1	1	1	1	1	1	1	1		L1_ZeroBias		
		HLT_DiPFJetAve80_HFJEC_v3	null	2	1	1	1	1	1	1	1	1	1	1		L1_SingleJet60		
		HLT_DiPFJetAve80_v2	JME	7	7	7	7	7	7	7	7	7	7	7		L1_SingleJet60		
		HLT_HT2000_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_HT2500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_L1_TripleJet_VBF_v4	null	10000	10000	5000	3600	2400	1400	680	500	360	240	140		L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120		
		HLT_PFHT125_v1	SUS	30000	30000	30000	2500	2500	2500	2500	2500	2500	2500	2500		L1_HTT120		
		HLT_PFHT200_v2	null	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060		L1_HTT160		
		HLT_PFHT250_v2	null	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040		L1_HTT220		
		HLT_PFHT300_v2	null	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT350_v3	null	180	180	180	180	180	180	180	180	180	180	180		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
